distance,time,phase
7403.885431031026,2025-03-18 09:01:29.362801758,P
7411.6203925847485,2025-03-18 09:01:29.362801758,P
7427.090315692191,2025-03-18 09:01:29.362801758,P
7434.825277245913,2025-03-18 09:01:29.362801758,P
7450.2952003533555,2025-03-18 09:01:29.362801758,P
7473.50008501452,2025-03-18 09:01:29.362801758,P
7504.439931229405,2025-03-18 09:01:29.362801758,P
7512.174892783127,2025-03-18 09:01:29.362801758,P
7527.64481589057,2025-03-18 09:01:29.362801758,P
7558.584662105455,2025-03-18 09:01:29.362801758,P
7303.330930832648,2025-03-18 09:01:29.362801758,P
7055.812161113563,2025-03-18 09:01:29.362801758,P
7380.680546369862,2025-03-18 09:01:29.362801758,P
7017.137353344956,2025-03-18 09:01:29.386709961,P
7612.729392981505,2025-03-18 09:01:29.386709961,P
5833.688235625576,2025-03-18 09:01:29.386709961,P
6993.932468683792,2025-03-18 09:01:29.386709961,P
7040.34223800612,2025-03-18 09:01:29.386709961,P
7651.404200750112,2025-03-18 09:01:29.410618164,P
5872.3630433941835,2025-03-18 09:01:29.410618164,P
6970.7275840226275,2025-03-18 09:01:29.410618164,P
7697.8139700724405,2025-03-18 09:01:29.434526367,P
6962.992622468906,2025-03-18 09:01:29.434526367,P
6955.257660915185,2025-03-18 09:01:29.434526367,P
6947.522699361463,2025-03-18 09:01:29.434526367,P
6939.787737807742,2025-03-18 09:01:29.434526367,P
6924.317814700298,2025-03-18 09:01:29.434526367,P
7721.018854733605,2025-03-18 09:01:29.434526367,P
7728.753816287326,2025-03-18 09:01:29.434526367,P
7713.283893179883,2025-03-18 09:01:29.434526367,P
7705.548931626162,2025-03-18 09:01:29.434526367,P
5934.242735823955,2025-03-18 09:01:29.434526367,P
5903.302889609069,2025-03-18 09:01:29.434526367,P
7682.344046964998,2025-03-18 09:01:29.434526367,P
7736.4887778410475,2025-03-18 09:01:29.434526367,P
7690.079008518719,2025-03-18 09:01:29.434526367,P
5988.3874667000055,2025-03-18 09:01:29.458434570,P
5957.44762048512,2025-03-18 09:01:29.458434570,P
7744.223739394769,2025-03-18 09:01:29.458434570,P
6877.90804537797,2025-03-18 09:01:29.458434570,P
6893.377968485413,2025-03-18 09:01:29.458434570,P
6908.847891592855,2025-03-18 09:01:29.458434570,P
6042.532197576055,2025-03-18 09:01:29.482342773,P
7813.838393378262,2025-03-18 09:01:29.482342773,P
7759.693662502212,2025-03-18 09:01:29.482342773,P
7790.633508717097,2025-03-18 09:01:29.482342773,P
6854.7031607168055,2025-03-18 09:01:29.482342773,P
7875.718085808033,2025-03-18 09:01:29.506250977,P
7844.778239593147,2025-03-18 09:01:29.506250977,P
6823.76331450192,2025-03-18 09:01:29.506250977,P
6839.233237609363,2025-03-18 09:01:29.506250977,P
7860.24816270059,2025-03-18 09:01:29.506250977,P
6351.9306597249115,2025-03-18 09:01:29.530159180,P
7898.922970469198,2025-03-18 09:01:29.530159180,P
7891.1880089154765,2025-03-18 09:01:29.530159180,P
7883.453047361755,2025-03-18 09:01:29.530159180,P
6800.558429840756,2025-03-18 09:01:29.530159180,P
6375.135544386076,2025-03-18 09:01:29.530159180,P
6390.6054674935185,2025-03-18 09:01:29.530159180,P
6135.351736220712,2025-03-18 09:01:29.530159180,P
6150.821659328155,2025-03-18 09:01:29.530159180,P
6174.026543989319,2025-03-18 09:01:29.530159180,P
6204.966390204205,2025-03-18 09:01:29.530159180,P
6251.376159526533,2025-03-18 09:01:29.530159180,P
6282.316005741419,2025-03-18 09:01:29.530159180,P
6328.725775063747,2025-03-18 09:01:29.530159180,P
6096.676928452105,2025-03-18 09:01:29.530159180,P
6127.616774666991,2025-03-18 09:01:29.530159180,P
7929.862816684084,2025-03-18 09:01:29.554067383,P
7968.537624452691,2025-03-18 09:01:29.554067383,P
6700.003929642377,2025-03-18 09:01:29.554067383,P
6676.799044981213,2025-03-18 09:01:29.554067383,P
6715.47385274982,2025-03-18 09:01:29.554067383,P
6730.943775857263,2025-03-18 09:01:29.554067383,P
6738.6787374109845,2025-03-18 09:01:29.554067383,P
6777.3535451795915,2025-03-18 09:01:29.554067383,P
6785.088506733313,2025-03-18 09:01:29.554067383,P
6638.124237212606,2025-03-18 09:01:29.554067383,P
6607.184390997721,2025-03-18 09:01:29.554067383,P
6761.883622072149,2025-03-18 09:01:29.554067383,P
6537.569737014228,2025-03-18 09:01:29.554067383,P
6522.099813906785,2025-03-18 09:01:29.554067383,P
6467.955083030735,2025-03-18 09:01:29.554067383,P
6467.9550830307335,2025-03-18 09:01:29.554067383,P
6460.220121477012,2025-03-18 09:01:29.554067383,P
6437.015236815848,2025-03-18 09:01:29.554067383,P
6576.244544782835,2025-03-18 09:01:29.554067383,P
8185.11654795689,2025-03-18 09:01:29.577975586,P
8200.586471064333,2025-03-18 09:01:29.577975586,P
8216.056394171776,2025-03-18 09:01:29.577975586,P
8246.996240386661,2025-03-18 09:01:29.577975586,P
8324.345855923875,2025-03-18 09:01:29.577975586,P
8301.140971262712,2025-03-18 09:01:29.577975586,P
8347.55074058504,2025-03-18 09:01:29.577975586,P
8169.646624849447,2025-03-18 09:01:29.577975586,P
8277.936086601547,2025-03-18 09:01:29.577975586,P
8154.176701742004,2025-03-18 09:01:29.577975586,P
8038.152278436183,2025-03-18 09:01:29.577975586,P
8123.236855527119,2025-03-18 09:01:29.577975586,P
8115.501893973397,2025-03-18 09:01:29.577975586,P
8107.766932419676,2025-03-18 09:01:29.577975586,P
8084.562047758512,2025-03-18 09:01:29.577975586,P
8069.092124651069,2025-03-18 09:01:29.577975586,P
8053.622201543626,2025-03-18 09:01:29.577975586,P
8030.417316882462,2025-03-18 09:01:29.577975586,P
8007.212432221298,2025-03-18 09:01:29.577975586,P
8130.97181708084,2025-03-18 09:01:29.577975586,P
8355.28570213876,2025-03-18 09:01:29.601883789,P
8370.755625246204,2025-03-18 09:01:29.601883789,P
8409.430433014812,2025-03-18 09:01:29.625791992,P
8393.960509907369,2025-03-18 09:01:29.625791992,P
8432.635317675975,2025-03-18 09:01:29.649700195,P
8448.105240783418,2025-03-18 09:01:29.649700195,P
8471.310125444583,2025-03-18 09:01:29.649700195,P
8486.780048552026,2025-03-18 09:01:29.673608398,P
8509.984933213189,2025-03-18 09:01:29.697516602,P
8517.719894766911,2025-03-18 09:01:29.697516602,P
8540.924779428075,2025-03-18 09:01:29.721424805,P
8571.86462564296,2025-03-18 09:01:29.745333008,P
