distance,picks,Phase,channel
10867.2,2025-03-18 09:01:30.343038208,P,1132
10876.8,2025-03-18 09:01:30.343038208,P,1133
10886.4,2025-03-18 09:01:30.343038208,P,1134
10896.0,2025-03-18 09:01:30.343038208,P,1135
10905.6,2025-03-18 09:01:30.351556864,P,1136
10915.2,2025-03-18 09:01:30.366393344,P,1137
10924.8,2025-03-18 09:01:30.366946560,P,1138
10934.4,2025-03-18 09:01:30.366946560,P,1139
10944.0,2025-03-18 09:01:30.366946560,P,1140
10953.6,2025-03-18 09:01:30.366946560,P,1141
10963.2,2025-03-18 09:01:30.366946560,P,1142
10972.8,2025-03-18 09:01:30.366946560,P,1143
10982.4,2025-03-18 09:01:30.366946560,P,1144
10992.0,2025-03-18 09:01:30.366946560,P,1145
11001.6,2025-03-18 09:01:30.366946560,P,1146
11011.2,2025-03-18 09:01:30.366946560,P,1147
11020.8,2025-03-18 09:01:30.366946560,P,1148
11030.4,2025-03-18 09:01:30.366946560,P,1149
11040.0,2025-03-18 09:01:30.366946560,P,1150
11049.6,2025-03-18 09:01:30.366946560,P,1151
11059.2,2025-03-18 09:01:30.366946560,P,1152
11068.8,2025-03-18 09:01:30.366946560,P,1153
11078.4,2025-03-18 09:01:30.366946560,P,1154
11088.0,2025-03-18 09:01:30.366946560,P,1155
11097.6,2025-03-18 09:01:30.366946560,P,1156
11107.2,2025-03-18 09:01:30.366946560,P,1157
11116.8,2025-03-18 09:01:30.366946560,P,1158
11126.4,2025-03-18 09:01:30.366946560,P,1159
11136.0,2025-03-18 09:01:30.366946560,P,1160
11145.6,2025-03-18 09:01:30.375799040,P,1161
11155.2,2025-03-18 09:01:30.390635520,P,1162
11164.8,2025-03-18 09:01:30.390854656,P,1163
11174.4,2025-03-18 09:01:30.401945856,P,1164
11184.0,2025-03-18 09:01:30.414763008,P,1165
11193.6,2025-03-18 09:01:30.437383424,P,1166
11203.2,2025-03-18 09:01:30.438671104,P,1167
11212.8,2025-03-18 09:01:30.438671104,P,1168
11222.4,2025-03-18 09:01:30.438671104,P,1169
11232.0,2025-03-18 09:01:30.460442368,P,1170
11241.6,2025-03-18 09:01:30.476347392,P,1171
11251.2,2025-03-18 09:01:30.491183616,P,1172
11260.8,2025-03-18 09:01:30.506020096,P,1173
11270.4,2025-03-18 09:01:30.510395648,P,1174
11280.0,2025-03-18 09:01:30.510395648,P,1175
11289.6,2025-03-18 09:01:30.510395648,P,1176
11299.2,2025-03-18 09:01:30.510395648,P,1177
11308.8,2025-03-18 09:01:30.510395648,P,1178
11318.4,2025-03-18 09:01:30.510877952,P,1179
11328.0,2025-03-18 09:01:30.518296064,P,1180
11337.6,2025-03-18 09:01:30.525714432,P,1181
11347.2,2025-03-18 09:01:30.533132544,P,1182
11356.8,2025-03-18 09:01:30.534304000,P,1183
11366.4,2025-03-18 09:01:30.534304000,P,1184
11376.0,2025-03-18 09:01:30.534304000,P,1185
11385.6,2025-03-18 09:01:30.538897408,P,1186
11395.2,2025-03-18 09:01:30.546315520,P,1187
11404.8,2025-03-18 09:01:30.553733632,P,1188
11414.4,2025-03-18 09:01:30.558212096,P,1189
11424.0,2025-03-18 09:01:30.558212096,P,1190
11433.6,2025-03-18 09:01:30.558212096,P,1191
11443.2,2025-03-18 09:01:30.558212096,P,1192
11452.8,2025-03-18 09:01:30.558212096,P,1193
11462.4,2025-03-18 09:01:30.558212096,P,1194
11472.0,2025-03-18 09:01:30.558212096,P,1195
11481.6,2025-03-18 09:01:30.558212096,P,1196
11491.2,2025-03-18 09:01:30.558212096,P,1197
11500.8,2025-03-18 09:01:30.558212096,P,1198
11510.4,2025-03-18 09:01:30.558212096,P,1199
11520.0,2025-03-18 09:01:30.558212096,P,1200
11529.6,2025-03-18 09:01:30.558212096,P,1201
11539.2,2025-03-18 09:01:30.558212096,P,1202
11548.8,2025-03-18 09:01:30.558212096,P,1203
11558.4,2025-03-18 09:01:30.558212096,P,1204
11568.0,2025-03-18 09:01:30.558212096,P,1205
11577.6,2025-03-18 09:01:30.558212096,P,1206
11587.2,2025-03-18 09:01:30.538321152,P,1207
11596.8,2025-03-18 09:01:30.534304000,P,1208
11606.4,2025-03-18 09:01:30.534304000,P,1209
11616.0,2025-03-18 09:01:30.534304000,P,1210
11625.6,2025-03-18 09:01:30.534304000,P,1211
11635.2,2025-03-18 09:01:30.533854976,P,1212
11644.8,2025-03-18 09:01:30.519018240,P,1213
11654.4,2025-03-18 09:01:30.510395648,P,1214
11664.0,2025-03-18 09:01:30.501299456,P,1215
11673.6,2025-03-18 09:01:30.486487552,P,1216
11683.2,2025-03-18 09:01:30.486487552,P,1217
11692.8,2025-03-18 09:01:30.482628096,P,1218
11702.4,2025-03-18 09:01:30.472737280,P,1219
11712.0,2025-03-18 09:01:30.462846208,P,1220
11721.6,2025-03-18 09:01:30.462579456,P,1221
11731.2,2025-03-18 09:01:30.462579456,P,1222
11740.8,2025-03-18 09:01:30.462579456,P,1223
11750.4,2025-03-18 09:01:30.462579456,P,1224
11760.0,2025-03-18 09:01:30.462579456,P,1225
11769.6,2025-03-18 09:01:30.459286272,P,1226
11779.2,2025-03-18 09:01:30.449395200,P,1227
11788.8,2025-03-18 09:01:30.439504128,P,1228
11798.4,2025-03-18 09:01:30.438671104,P,1229
11808.0,2025-03-18 09:01:30.438671104,P,1230
11817.6,2025-03-18 09:01:30.438671104,P,1231
11827.2,2025-03-18 09:01:30.418111744,P,1232
11836.8,2025-03-18 09:01:30.414763008,P,1233
11846.4,2025-03-18 09:01:30.414763008,P,1234
11856.0,2025-03-18 09:01:30.414763008,P,1235
11865.6,2025-03-18 09:01:30.414763008,P,1236
11875.2,2025-03-18 09:01:30.414763008,P,1237
11884.8,2025-03-18 09:01:30.414763008,P,1238
11894.4,2025-03-18 09:01:30.414763008,P,1239
11904.0,2025-03-18 09:01:30.414763008,P,1240
11913.6,2025-03-18 09:01:30.414763008,P,1241
11923.2,2025-03-18 09:01:30.414763008,P,1242
11932.8,2025-03-18 09:01:30.414763008,P,1243
11942.4,2025-03-18 09:01:30.414763008,P,1244
11952.0,2025-03-18 09:01:30.414763008,P,1245
11961.6,2025-03-18 09:01:30.414763008,P,1246
11971.2,2025-03-18 09:01:30.414763008,P,1247
11980.8,2025-03-18 09:01:30.414763008,P,1248
11990.4,2025-03-18 09:01:30.414763008,P,1249
12000.0,2025-03-18 09:01:30.414763008,P,1250
12009.6,2025-03-18 09:01:30.414763008,P,1251
12019.2,2025-03-18 09:01:30.414763008,P,1252
12028.8,2025-03-18 09:01:30.414763008,P,1253
12038.4,2025-03-18 09:01:30.414763008,P,1254
12048.0,2025-03-18 09:01:30.414763008,P,1255
12057.6,2025-03-18 09:01:30.414763008,P,1256
12067.2,2025-03-18 09:01:30.414763008,P,1257
12076.8,2025-03-18 09:01:30.414763008,P,1258
12086.4,2025-03-18 09:01:30.414763008,P,1259
12096.0,2025-03-18 09:01:30.414763008,P,1260
12105.6,2025-03-18 09:01:30.414763008,P,1261
12115.2,2025-03-18 09:01:30.414763008,P,1262
12124.8,2025-03-18 09:01:30.414763008,P,1263
12134.4,2025-03-18 09:01:30.414763008,P,1264
12144.0,2025-03-18 09:01:30.414763008,P,1265
12153.6,2025-03-18 09:01:30.414763008,P,1266
12163.2,2025-03-18 09:01:30.414763008,P,1267
12172.8,2025-03-18 09:01:30.414763008,P,1268
12182.4,2025-03-18 09:01:30.414763008,P,1269
12192.0,2025-03-18 09:01:30.414763008,P,1270
12201.6,2025-03-18 09:01:30.414763008,P,1271
12211.2,2025-03-18 09:01:30.414763008,P,1272
12220.8,2025-03-18 09:01:30.414763008,P,1273
12230.4,2025-03-18 09:01:30.414763008,P,1274
12240.0,2025-03-18 09:01:30.414763008,P,1275
12249.6,2025-03-18 09:01:30.414763008,P,1276
12259.2,2025-03-18 09:01:30.414763008,P,1277
12268.8,2025-03-18 09:01:30.414763008,P,1278
12278.4,2025-03-18 09:01:30.414763008,P,1279
12288.0,2025-03-18 09:01:30.414763008,P,1280
12297.6,2025-03-18 09:01:30.414763008,P,1281
12307.2,2025-03-18 09:01:30.414763008,P,1282
12316.8,2025-03-18 09:01:30.414763008,P,1283
12326.4,2025-03-18 09:01:30.414763008,P,1284
12336.0,2025-03-18 09:01:30.414763008,P,1285
12345.6,2025-03-18 09:01:30.414763008,P,1286
12355.2,2025-03-18 09:01:30.414763008,P,1287
12364.8,2025-03-18 09:01:30.414763008,P,1288
12374.4,2025-03-18 09:01:30.414763008,P,1289
12384.0,2025-03-18 09:01:30.414763008,P,1290
12393.6,2025-03-18 09:01:30.414763008,P,1291
12403.2,2025-03-18 09:01:30.414763008,P,1292
12412.8,2025-03-18 09:01:30.414763008,P,1293
12422.4,2025-03-18 09:01:30.414763008,P,1294
12432.0,2025-03-18 09:01:30.414763008,P,1295
12441.6,2025-03-18 09:01:30.414763008,P,1296
12451.2,2025-03-18 09:01:30.411579648,P,1297
12460.8,2025-03-18 09:01:30.404161280,P,1298
12470.4,2025-03-18 09:01:30.396743168,P,1299
12480.0,2025-03-18 09:01:30.390854656,P,1300
12489.6,2025-03-18 09:01:30.390854656,P,1301
12499.2,2025-03-18 09:01:30.390854656,P,1302
12508.8,2025-03-18 09:01:30.390854656,P,1303
12518.4,2025-03-18 09:01:30.385019136,P,1304
12528.0,2025-03-18 09:01:30.379084544,P,1305
12537.6,2025-03-18 09:01:30.373149952,P,1306
12547.2,2025-03-18 09:01:30.367215360,P,1307
12556.8,2025-03-18 09:01:30.366946560,P,1308
12566.4,2025-03-18 09:01:30.366946560,P,1309
12576.0,2025-03-18 09:01:30.366946560,P,1310
12585.6,2025-03-18 09:01:30.366946560,P,1311
12595.2,2025-03-18 09:01:30.366946560,P,1312
12604.8,2025-03-18 09:01:30.366946560,P,1313
12614.4,2025-03-18 09:01:30.366946560,P,1314
12624.0,2025-03-18 09:01:30.366946560,P,1315
12633.6,2025-03-18 09:01:30.366946560,P,1316
12643.2,2025-03-18 09:01:30.366946560,P,1317
12652.8,2025-03-18 09:01:30.366946560,P,1318
12662.4,2025-03-18 09:01:30.366946560,P,1319
12672.0,2025-03-18 09:01:30.366946560,P,1320
12681.6,2025-03-18 09:01:30.366946560,P,1321
12691.2,2025-03-18 09:01:30.366946560,P,1322
12700.8,2025-03-18 09:01:30.366946560,P,1323
12710.4,2025-03-18 09:01:30.366946560,P,1324
12720.0,2025-03-18 09:01:30.366946560,P,1325
12729.6,2025-03-18 09:01:30.366946560,P,1326
12739.2,2025-03-18 09:01:30.366946560,P,1327
12748.8,2025-03-18 09:01:30.366946560,P,1328
12758.4,2025-03-18 09:01:30.361008384,P,1329
12768.0,2025-03-18 09:01:30.343038208,P,1330
12777.6,2025-03-18 09:01:30.343038208,P,1331
12787.2,2025-03-18 09:01:30.343038208,P,1332
12796.8,2025-03-18 09:01:30.328539648,P,1333
12806.4,2025-03-18 09:01:30.319130112,P,1334
12816.0,2025-03-18 09:01:30.319130112,P,1335
12825.6,2025-03-18 09:01:30.319130112,P,1336
12835.2,2025-03-18 09:01:30.319130112,P,1337
12844.8,2025-03-18 09:01:30.319130112,P,1338
12854.4,2025-03-18 09:01:30.319130112,P,1339
12864.0,2025-03-18 09:01:30.319130112,P,1340
12873.6,2025-03-18 09:01:30.319130112,P,1341
12883.2,2025-03-18 09:01:30.319130112,P,1342
12892.8,2025-03-18 09:01:30.319130112,P,1343
12902.4,2025-03-18 09:01:30.319130112,P,1344
12912.0,2025-03-18 09:01:30.319130112,P,1345
12921.6,2025-03-18 09:01:30.319130112,P,1346
12931.2,2025-03-18 09:01:30.319130112,P,1347
12940.8,2025-03-18 09:01:30.319130112,P,1348
12950.4,2025-03-18 09:01:30.319130112,P,1349
12960.0,2025-03-18 09:01:30.319130112,P,1350
12969.6,2025-03-18 09:01:30.319130112,P,1351
12979.2,2025-03-18 09:01:30.319130112,P,1352
12988.8,2025-03-18 09:01:30.319130112,P,1353
12998.4,2025-03-18 09:01:30.319130112,P,1354
13008.0,2025-03-18 09:01:30.319130112,P,1355
13017.6,2025-03-18 09:01:30.319130112,P,1356
13027.2,2025-03-18 09:01:30.319130112,P,1357
13036.8,2025-03-18 09:01:30.319130112,P,1358
13046.4,2025-03-18 09:01:30.319130112,P,1359
13056.0,2025-03-18 09:01:30.319130112,P,1360
13065.6,2025-03-18 09:01:30.319130112,P,1361
13075.2,2025-03-18 09:01:30.319130112,P,1362
13084.8,2025-03-18 09:01:30.319130112,P,1363
13094.4,2025-03-18 09:01:30.319130112,P,1364
13104.0,2025-03-18 09:01:30.319130112,P,1365
13113.6,2025-03-18 09:01:30.319130112,P,1366
13123.2,2025-03-18 09:01:30.319130112,P,1367
13132.8,2025-03-18 09:01:30.319130112,P,1368
13142.4,2025-03-18 09:01:30.319130112,P,1369
13152.0,2025-03-18 09:01:30.319130112,P,1370
13161.6,2025-03-18 09:01:30.319130112,P,1371
13171.2,2025-03-18 09:01:30.319130112,P,1372
13180.8,2025-03-18 09:01:30.319130112,P,1373
13190.4,2025-03-18 09:01:30.319130112,P,1374
13200.0,2025-03-18 09:01:30.319130112,P,1375
13209.6,2025-03-18 09:01:30.319130112,P,1376
13219.2,2025-03-18 09:01:30.319130112,P,1377
13228.8,2025-03-18 09:01:30.319130112,P,1378
13238.4,2025-03-18 09:01:30.319130112,P,1379
13248.0,2025-03-18 09:01:30.319130112,P,1380
13257.6,2025-03-18 09:01:30.319130112,P,1381
13267.2,2025-03-18 09:01:30.319130112,P,1382
13276.8,2025-03-18 09:01:30.319130112,P,1383
13286.4,2025-03-18 09:01:30.319130112,P,1384
13296.0,2025-03-18 09:01:30.319130112,P,1385
13305.6,2025-03-18 09:01:30.319130112,P,1386
13315.2,2025-03-18 09:01:30.319130112,P,1387
13324.8,2025-03-18 09:01:30.319130112,P,1388
13334.4,2025-03-18 09:01:30.327682816,P,1389
13344.0,2025-03-18 09:01:30.342519040,P,1390
13353.6,2025-03-18 09:01:30.343038208,P,1391
13363.2,2025-03-18 09:01:30.353529344,P,1392
13372.8,2025-03-18 09:01:30.366946560,P,1393
13382.4,2025-03-18 09:01:30.366946560,P,1394
13392.0,2025-03-18 09:01:30.366946560,P,1395
13401.6,2025-03-18 09:01:30.376588288,P,1396
13411.2,2025-03-18 09:01:30.395990272,P,1397
13420.8,2025-03-18 09:01:30.405881088,P,1398
13430.4,2025-03-18 09:01:30.414763008,P,1399
13440.0,2025-03-18 09:01:30.414763008,P,1400
13449.6,2025-03-18 09:01:30.414763008,P,1401
13459.2,2025-03-18 09:01:30.414763008,P,1402
13468.8,2025-03-18 09:01:30.414763008,P,1403
13478.4,2025-03-18 09:01:30.418734336,P,1404
13488.0,2025-03-18 09:01:30.433570816,P,1405
13497.6,2025-03-18 09:01:30.438671104,P,1406
13507.2,2025-03-18 09:01:30.438671104,P,1407
13516.8,2025-03-18 09:01:30.438671104,P,1408
13526.4,2025-03-18 09:01:30.438671104,P,1409
13536.0,2025-03-18 09:01:30.438671104,P,1410
13545.6,2025-03-18 09:01:30.438671104,P,1411
13555.2,2025-03-18 09:01:30.438671104,P,1412
13564.8,2025-03-18 09:01:30.438671104,P,1413
13574.4,2025-03-18 09:01:30.438671104,P,1414
13584.0,2025-03-18 09:01:30.438671104,P,1415
13593.6,2025-03-18 09:01:30.438671104,P,1416
13603.2,2025-03-18 09:01:30.438671104,P,1417
13612.8,2025-03-18 09:01:30.438671104,P,1418
13622.4,2025-03-18 09:01:30.438671104,P,1419
13632.0,2025-03-18 09:01:30.438671104,P,1420
13641.6,2025-03-18 09:01:30.438671104,P,1421
13651.2,2025-03-18 09:01:30.438671104,P,1422
13660.8,2025-03-18 09:01:30.438671104,P,1423
13670.4,2025-03-18 09:01:30.438671104,P,1424
13680.0,2025-03-18 09:01:30.438671104,P,1425
13689.6,2025-03-18 09:01:30.438671104,P,1426
13699.2,2025-03-18 09:01:30.438671104,P,1427
13708.8,2025-03-18 09:01:30.438671104,P,1428
13718.4,2025-03-18 09:01:30.438671104,P,1429
13728.0,2025-03-18 09:01:30.438671104,P,1430
13737.6,2025-03-18 09:01:30.438671104,P,1431
13747.2,2025-03-18 09:01:30.438671104,P,1432
13756.8,2025-03-18 09:01:30.438671104,P,1433
13766.4,2025-03-18 09:01:30.438671104,P,1434
13776.0,2025-03-18 09:01:30.438671104,P,1435
13785.6,2025-03-18 09:01:30.438671104,P,1436
13795.2,2025-03-18 09:01:30.442127360,P,1437
13804.8,2025-03-18 09:01:30.456963840,P,1438
13814.4,2025-03-18 09:01:30.462579456,P,1439
13824.0,2025-03-18 09:01:30.462579456,P,1440
13833.6,2025-03-18 09:01:30.462579456,P,1441
13843.2,2025-03-18 09:01:30.474406912,P,1442
13852.8,2025-03-18 09:01:30.486487552,P,1443
13862.4,2025-03-18 09:01:30.486487552,P,1444
13872.0,2025-03-18 09:01:30.501048320,P,1445
13881.6,2025-03-18 09:01:30.515884800,P,1446
13891.2,2025-03-18 09:01:30.530721280,P,1447
13900.8,2025-03-18 09:01:30.534304000,P,1448
13910.4,2025-03-18 09:01:30.534304000,P,1449
13920.0,2025-03-18 09:01:30.536836096,P,1450
13929.6,2025-03-18 09:01:30.544254464,P,1451
13939.2,2025-03-18 09:01:30.551672576,P,1452
13948.8,2025-03-18 09:01:30.558212096,P,1453
13958.4,2025-03-18 09:01:30.558212096,P,1454
13968.0,2025-03-18 09:01:30.558212096,P,1455
13977.6,2025-03-18 09:01:30.562373888,P,1456
13987.2,2025-03-18 09:01:30.568308480,P,1457
13996.8,2025-03-18 09:01:30.574243072,P,1458
14006.4,2025-03-18 09:01:30.580177664,P,1459
14016.0,2025-03-18 09:01:30.582120448,P,1460
14025.6,2025-03-18 09:01:30.582120448,P,1461
14035.2,2025-03-18 09:01:30.582120448,P,1462
14044.8,2025-03-18 09:01:30.588793088,P,1463
14054.4,2025-03-18 09:01:30.603629568,P,1464
14064.0,2025-03-18 09:01:30.606028800,P,1465
14073.6,2025-03-18 09:01:30.606028800,P,1466
14083.2,2025-03-18 09:01:30.606028800,P,1467
14092.8,2025-03-18 09:01:30.615159040,P,1468
14102.4,2025-03-18 09:01:30.629936896,P,1469
14112.0,2025-03-18 09:01:30.629936896,P,1470
14121.6,2025-03-18 09:01:30.629936896,P,1471
14131.2,2025-03-18 09:01:30.629936896,P,1472
14140.8,2025-03-18 09:01:30.629936896,P,1473
14150.4,2025-03-18 09:01:30.629936896,P,1474
14160.0,2025-03-18 09:01:30.629936896,P,1475
14169.6,2025-03-18 09:01:30.629936896,P,1476
14179.2,2025-03-18 09:01:30.629936896,P,1477
14188.8,2025-03-18 09:01:30.629936896,P,1478
14198.4,2025-03-18 09:01:30.629936896,P,1479
14208.0,2025-03-18 09:01:30.629936896,P,1480
14217.6,2025-03-18 09:01:30.629936896,P,1481
14227.2,2025-03-18 09:01:30.629936896,P,1482
14236.8,2025-03-18 09:01:30.629936896,P,1483
14246.4,2025-03-18 09:01:30.629936896,P,1484
14256.0,2025-03-18 09:01:30.629936896,P,1485
14265.6,2025-03-18 09:01:30.629936896,P,1486
14275.2,2025-03-18 09:01:30.629936896,P,1487
14284.8,2025-03-18 09:01:30.629936896,P,1488
14294.4,2025-03-18 09:01:30.629936896,P,1489
14304.0,2025-03-18 09:01:30.629936896,P,1490
14313.6,2025-03-18 09:01:30.629936896,P,1491
14323.2,2025-03-18 09:01:30.629936896,P,1492
14332.8,2025-03-18 09:01:30.629936896,P,1493
14342.4,2025-03-18 09:01:30.629151744,P,1494
14352.0,2025-03-18 09:01:30.606028800,P,1495
14361.6,2025-03-18 09:01:30.606028800,P,1496
14371.2,2025-03-18 09:01:30.606028800,P,1497
14380.8,2025-03-18 09:01:30.606028800,P,1498
14390.4,2025-03-18 09:01:30.606028800,P,1499
14400.0,2025-03-18 09:01:30.606028800,P,1500
14409.6,2025-03-18 09:01:30.606028800,P,1501
14419.2,2025-03-18 09:01:30.606028800,P,1502
14428.8,2025-03-18 09:01:30.606028800,P,1503
14438.4,2025-03-18 09:01:30.606028800,P,1504
14448.0,2025-03-18 09:01:30.606028800,P,1505
14457.6,2025-03-18 09:01:30.606028800,P,1506
14467.2,2025-03-18 09:01:30.606028800,P,1507
14476.8,2025-03-18 09:01:30.606028800,P,1508
14486.4,2025-03-18 09:01:30.606028800,P,1509
14496.0,2025-03-18 09:01:30.606028800,P,1510
14505.6,2025-03-18 09:01:30.592498432,P,1511
14515.2,2025-03-18 09:01:30.582120448,P,1512
14524.8,2025-03-18 09:01:30.582120448,P,1513
14534.4,2025-03-18 09:01:30.582120448,P,1514
14544.0,2025-03-18 09:01:30.582120448,P,1515
14553.6,2025-03-18 09:01:30.582120448,P,1516
14563.2,2025-03-18 09:01:30.582120448,P,1517
14572.8,2025-03-18 09:01:30.582120448,P,1518
14582.4,2025-03-18 09:01:30.582120448,P,1519
14592.0,2025-03-18 09:01:30.582120448,P,1520
14601.6,2025-03-18 09:01:30.582120448,P,1521
14611.2,2025-03-18 09:01:30.582120448,P,1522
14620.8,2025-03-18 09:01:30.582120448,P,1523
14630.4,2025-03-18 09:01:30.582120448,P,1524
14640.0,2025-03-18 09:01:30.582120448,P,1525
14649.6,2025-03-18 09:01:30.582120448,P,1526
14659.2,2025-03-18 09:01:30.582120448,P,1527
14668.8,2025-03-18 09:01:30.582120448,P,1528
14678.4,2025-03-18 09:01:30.582120448,P,1529
14688.0,2025-03-18 09:01:30.582120448,P,1530
14697.6,2025-03-18 09:01:30.582120448,P,1531
14707.2,2025-03-18 09:01:30.582120448,P,1532
14716.8,2025-03-18 09:01:30.582120448,P,1533
14726.4,2025-03-18 09:01:30.582120448,P,1534
14736.0,2025-03-18 09:01:30.582120448,P,1535
14745.6,2025-03-18 09:01:30.582120448,P,1536
14755.2,2025-03-18 09:01:30.582120448,P,1537
14764.8,2025-03-18 09:01:30.582120448,P,1538
14774.4,2025-03-18 09:01:30.582120448,P,1539
14784.0,2025-03-18 09:01:30.582120448,P,1540
14793.6,2025-03-18 09:01:30.582120448,P,1541
14803.2,2025-03-18 09:01:30.582120448,P,1542
14812.8,2025-03-18 09:01:30.582120448,P,1543
14822.4,2025-03-18 09:01:30.582120448,P,1544
14832.0,2025-03-18 09:01:30.582120448,P,1545
14841.6,2025-03-18 09:01:30.582120448,P,1546
14851.2,2025-03-18 09:01:30.582120448,P,1547
14860.8,2025-03-18 09:01:30.582120448,P,1548
14870.4,2025-03-18 09:01:30.582120448,P,1549
14880.0,2025-03-18 09:01:30.582120448,P,1550
14889.6,2025-03-18 09:01:30.582120448,P,1551
14899.2,2025-03-18 09:01:30.582120448,P,1552
14908.8,2025-03-18 09:01:30.582120448,P,1553
14918.4,2025-03-18 09:01:30.582120448,P,1554
14928.0,2025-03-18 09:01:30.582120448,P,1555
14937.6,2025-03-18 09:01:30.582120448,P,1556
14947.2,2025-03-18 09:01:30.582120448,P,1557
14956.8,2025-03-18 09:01:30.582120448,P,1558
14966.4,2025-03-18 09:01:30.582120448,P,1559
14976.0,2025-03-18 09:01:30.582120448,P,1560
14985.6,2025-03-18 09:01:30.582120448,P,1561
14995.2,2025-03-18 09:01:30.582120448,P,1562
15004.8,2025-03-18 09:01:30.582120448,P,1563
15014.4,2025-03-18 09:01:30.582120448,P,1564
15024.0,2025-03-18 09:01:30.582120448,P,1565
15033.6,2025-03-18 09:01:30.582120448,P,1566
15043.2,2025-03-18 09:01:30.582120448,P,1567
15052.8,2025-03-18 09:01:30.582120448,P,1568
15062.4,2025-03-18 09:01:30.582120448,P,1569
15072.0,2025-03-18 09:01:30.582120448,P,1570
15081.6,2025-03-18 09:01:30.582120448,P,1571
15091.2,2025-03-18 09:01:30.582120448,P,1572
15100.8,2025-03-18 09:01:30.582120448,P,1573
15110.4,2025-03-18 09:01:30.584688896,P,1574
15120.0,2025-03-18 09:01:30.594579968,P,1575
15129.6,2025-03-18 09:01:30.604471040,P,1576
15139.2,2025-03-18 09:01:30.606028800,P,1577
15148.8,2025-03-18 09:01:30.606028800,P,1578
15158.4,2025-03-18 09:01:30.606028800,P,1579
15168.0,2025-03-18 09:01:30.606028800,P,1580
15177.6,2025-03-18 09:01:30.606028800,P,1581
15187.2,2025-03-18 09:01:30.606028800,P,1582
15196.8,2025-03-18 09:01:30.606028800,P,1583
15206.4,2025-03-18 09:01:30.614796800,P,1584
15216.0,2025-03-18 09:01:30.629633024,P,1585
15225.6,2025-03-18 09:01:30.629936896,P,1586
15235.2,2025-03-18 09:01:30.629936896,P,1587
15244.8,2025-03-18 09:01:30.629936896,P,1588
15254.4,2025-03-18 09:01:30.652388096,P,1589
15264.0,2025-03-18 09:01:30.653845248,P,1590
15273.6,2025-03-18 09:01:30.653845248,P,1591
15283.2,2025-03-18 09:01:30.653845248,P,1592
15292.8,2025-03-18 09:01:30.653845248,P,1593
15302.4,2025-03-18 09:01:30.653845248,P,1594
15312.0,2025-03-18 09:01:30.653845248,P,1595
15321.6,2025-03-18 09:01:30.657592064,P,1596
15331.2,2025-03-18 09:01:30.665010432,P,1597
15340.8,2025-03-18 09:01:30.672428544,P,1598
15350.4,2025-03-18 09:01:30.677753344,P,1599
15360.0,2025-03-18 09:01:30.677753344,P,1600
15369.6,2025-03-18 09:01:30.677753344,P,1601
15379.2,2025-03-18 09:01:30.679512832,P,1602
15388.8,2025-03-18 09:01:30.701661696,P,1603
15398.4,2025-03-18 09:01:30.701661696,P,1604
15408.0,2025-03-18 09:01:30.701661696,P,1605
15417.6,2025-03-18 09:01:30.701661696,P,1606
15427.2,2025-03-18 09:01:30.701661696,P,1607
15436.8,2025-03-18 09:01:30.701661696,P,1608
15446.4,2025-03-18 09:01:30.701661696,P,1609
15456.0,2025-03-18 09:01:30.701661696,P,1610
15465.6,2025-03-18 09:01:30.701661696,P,1611
15475.2,2025-03-18 09:01:30.701661696,P,1612
15484.8,2025-03-18 09:01:30.701661696,P,1613
15494.4,2025-03-18 09:01:30.701661696,P,1614
15504.0,2025-03-18 09:01:30.701661696,P,1615
15513.6,2025-03-18 09:01:30.701661696,P,1616
15523.2,2025-03-18 09:01:30.701661696,P,1617
15532.8,2025-03-18 09:01:30.701661696,P,1618
15542.4,2025-03-18 09:01:30.687644416,P,1619
15552.0,2025-03-18 09:01:30.677753344,P,1620
15561.6,2025-03-18 09:01:30.677753344,P,1621
15571.2,2025-03-18 09:01:30.677753344,P,1622
15580.8,2025-03-18 09:01:30.677753344,P,1623
15590.4,2025-03-18 09:01:30.677753344,P,1624
15600.0,2025-03-18 09:01:30.677753344,P,1625
15609.6,2025-03-18 09:01:30.677753344,P,1626
15619.2,2025-03-18 09:01:30.677753344,P,1627
15628.8,2025-03-18 09:01:30.677753344,P,1628
15638.4,2025-03-18 09:01:30.677753344,P,1629
15648.0,2025-03-18 09:01:30.667892480,P,1630
15657.6,2025-03-18 09:01:30.653845248,P,1631
15667.2,2025-03-18 09:01:30.653845248,P,1632
15676.8,2025-03-18 09:01:30.653845248,P,1633
15686.4,2025-03-18 09:01:30.653845248,P,1634
15696.0,2025-03-18 09:01:30.653602304,P,1635
15705.6,2025-03-18 09:01:30.643711232,P,1636
15715.2,2025-03-18 09:01:30.633820160,P,1637
15724.8,2025-03-18 09:01:30.629936896,P,1638
15734.4,2025-03-18 09:01:30.629936896,P,1639
15744.0,2025-03-18 09:01:30.629936896,P,1640
15753.6,2025-03-18 09:01:30.629936896,P,1641
15763.2,2025-03-18 09:01:30.612763392,P,1642
15772.8,2025-03-18 09:01:30.606028800,P,1643
15782.4,2025-03-18 09:01:30.606028800,P,1644
15792.0,2025-03-18 09:01:30.606028800,P,1645
15801.6,2025-03-18 09:01:30.606028800,P,1646
15811.2,2025-03-18 09:01:30.598665728,P,1647
15820.8,2025-03-18 09:01:30.588774912,P,1648
15830.4,2025-03-18 09:01:30.582120448,P,1649
