0072        508442.3       4546256.4
0073        508443.2       4546255.9
0074        508444.1       4546255.4
0075        508445.0       4546254.9
0076        508445.9       4546254.4
0077        508446.9       4546254.0
0078        508447.8       4546253.5
0079        508448.7       4546253.0
0080        508449.7       4546252.6
0081        508450.6       4546252.1
0082        508451.5       4546251.6
0083        508452.4       4546251.2
0084        508453.4       4546250.7
0085        508454.3       4546250.3
0086        508455.2       4546249.8
0087        508456.2       4546249.4
0088        508457.1       4546248.9
0089        508458.1       4546248.5
0090        508459.0       4546248.0
0091        508459.9       4546247.6
0092        508460.8       4546247.1
0093        508461.7       4546246.6
0094        508462.7       4546246.1
0095        508463.6       4546245.7
0096        508464.6       4546245.3
0097        508465.5       4546244.8
0098        508466.4       4546244.4
0099        508467.4       4546243.9
0100        508468.3       4546243.5
0101        508469.2       4546243.0
0102        508470.2       4546242.7
0103        508471.1       4546242.2
0104        508472.1       4546241.5
0105        508473.0       4546241.2
0106        508473.5       4546241.8
0107        508473.9       4546243.0
0108        508474.3       4546244.1
0109        508474.8       4546245.0
0110        508475.3       4546245.8
0111        508475.8       4546246.7
0112        508476.3       4546247.6
0113        508476.7       4546248.6
0114        508477.2       4546249.5
0115        508477.7       4546250.4
0116        508478.1       4546251.4
0117        508478.6       4546252.3
0118        508479.1       4546253.2
0119        508479.5       4546254.1
0120        508480.0       4546255.1
0121        508480.4       4546256.0
0122        508480.9       4546256.9
0123        508481.3       4546257.9
0124        508481.8       4546258.8
0125        508482.3       4546259.7
0126        508482.8       4546260.6
0127        508483.3       4546261.5
0128        508483.8       4546262.5
0129        508484.2       4546263.4
0130        508484.7       4546264.3
0131        508485.1       4546265.3
0132        508485.6       4546266.2
0133        508486.0       4546267.1
0134        508486.5       4546268.0
0135        508487.0       4546269.0
0136        508487.5       4546269.9
0137        508488.0       4546270.8
0138        508488.5       4546271.6
0139        508488.9       4546272.5
0140        508489.5       4546273.6
0141        508490.0       4546274.6
0142        508489.6       4546274.9
0143        508488.5       4546274.4
0144        508487.3       4546273.9
0145        508486.3       4546273.5
0146        508485.4       4546273.3
0147        508484.5       4546273.0
0148        508483.5       4546272.6
0149        508482.5       4546272.3
0150        508481.5       4546271.9
0151        508480.5       4546271.6
0152        508479.5       4546271.2
0153        508478.5       4546270.9
0154        508477.6       4546270.6
0155        508476.6       4546270.3
0156        508475.6       4546270.0
0157        508474.6       4546269.7
0158        508473.6       4546269.3
0159        508472.6       4546268.9
0160        508471.7       4546268.6
0161        508470.7       4546268.3
0162        508469.7       4546268.0
0163        508468.7       4546267.6
0164        508467.7       4546267.3
0165        508466.8       4546266.9
0166        508465.8       4546266.6
0167        508464.8       4546266.3
0168        508463.8       4546265.9
0169        508462.8       4546265.6
0170        508461.8       4546265.3
0171        508460.9       4546264.9
0172        508459.9       4546264.6
0173        508458.9       4546264.2
0174        508457.9       4546263.9
0175        508456.9       4546263.6
0176        508455.9       4546263.3
0177        508454.9       4546263.0
0178        508454.0       4546262.7
0179        508453.0       4546262.3
0180        508452.0       4546262.0
0181        508451.0       4546261.6
0182        508450.0       4546261.3
0183        508449.0       4546261.0
0184        508448.1       4546260.7
0185        508447.1       4546260.4
0186        508446.1       4546260.0
0187        508445.1       4546259.7
0188        508444.1       4546259.4
0189        508443.2       4546259.0
0190        508442.2       4546258.7
0191        508441.0       4546258.5
0192        508439.9       4546258.2
0193        508439.3       4546257.6
0194        508439.6       4546256.7
0195        508440.1       4546255.6
0196        508440.4       4546254.7
0197        508440.6       4546253.7
0198        508440.9       4546252.7
0199        508441.3       4546251.7
0200        508441.6       4546250.7
0201        508441.9       4546249.7
0202        508442.3       4546248.8
0203        508442.6       4546247.8
0204        508442.9       4546246.8
0205        508443.2       4546245.8
0206        508443.6       4546244.8
0207        508443.9       4546243.8
0208        508444.2       4546242.8
0209        508444.5       4546241.9
0210        508444.9       4546240.9
0211        508445.2       4546239.9
0212        508445.5       4546238.9
0213        508445.8       4546237.9
0214        508446.2       4546236.9
0215        508446.5       4546235.9
0216        508446.8       4546235.0
0217        508447.2       4546234.0
0218        508447.5       4546233.0
0219        508447.8       4546232.0
0220        508448.1       4546231.0
0221        508448.5       4546230.1
0222        508448.8       4546229.1
0223        508449.2       4546228.1
0224        508449.5       4546227.1
0225        508449.9       4546226.1
0226        508450.2       4546225.2
0227        508450.4       4546224.1
0228        508450.7       4546223.2
0229        508451.1       4546222.2
0230        508451.4       4546221.2
0231        508451.7       4546220.2
0232        508452.1       4546219.2
0233        508452.4       4546218.2
0234        508452.6       4546217.2
0235        508452.9       4546216.2
0236        508453.3       4546215.3
0237        508453.7       4546214.3
0238        508454.0       4546213.3
0239        508454.3       4546212.3
0240        508454.6       4546211.4
0241        508454.9       4546210.3
0242        508455.3       4546209.0
0243        508455.6       4546207.9
0244        508456.0       4546207.8
0245        508456.6       4546208.6
0246        508457.1       4546209.8
0247        508457.5       4546210.8
0248        508458.0       4546211.7
0249        508458.4       4546212.5
0250        508458.9       4546213.4
0251        508459.4       4546214.4
0252        508459.9       4546215.3
0253        508460.4       4546216.2
0254        508460.9       4546217.1
0255        508461.3       4546218.1
0256        508461.8       4546219.0
0257        508462.3       4546219.9
0258        508462.8       4546220.8
0259        508463.2       4546221.8
0260        508463.7       4546222.7
0261        508464.2       4546223.6
0262        508464.6       4546224.5
0263        508465.1       4546225.5
0264        508465.5       4546226.4
0265        508465.9       4546227.4
0266        508466.4       4546228.3
0267        508466.8       4546229.2
0268        508467.3       4546230.2
0269        508467.7       4546231.1
0270        508468.2       4546232.0
0271        508468.7       4546232.9
0272        508469.2       4546233.8
0273        508469.7       4546234.7
0274        508470.3       4546235.6
0275        508470.8       4546236.5
0276        508471.2       4546237.5
0277        508471.6       4546238.4
0278        508472.0       4546239.4
0279        508472.4       4546240.3
0280        508473.0       4546241.2
