distance,latitude,longitude,altitude (m)
1123.2,40.603139588170606,15.707953410805601,780.5
1132.8000000000002,40.60315018592632,15.707840853547813,780.5
1142.4,40.603160783682036,15.707728296290025,780.5
1152.0000000000002,40.603171671531925,15.707615783067835,780.5
1161.6000000000001,40.60318276482218,15.707503301031002,780.5
1171.2,40.603193317998816,15.707390732044788,780.5
1180.8000000000002,40.60320325127142,15.707278076448414,780.5
1190.4,40.60316603191661,15.707199718408809,780.5
1200.0000000000002,40.60317402364559,15.707090310443203,780.5
1209.6000000000001,40.603190393255225,15.706980057619603,780.5
1219.2,40.603204783236144,15.706870730471575,780.5
1228.8000000000002,40.60322103723763,15.706762157228574,780.8
1238.4,40.60321958425461,15.706649213629696,780.8
1248.0000000000002,40.603227510452854,15.706537511535522,780.8
1257.6000000000001,40.60323973368727,15.706426322412852,780.8
1267.2,40.60325497150424,15.706316318309963,780.8
1276.8000000000002,40.60326753364696,15.706205707741187,780.8
1286.4,40.60328145875991,15.706096580158512,780.8
1296.0000000000002,40.60332569356137,15.706142153440155,780.8
1305.6000000000001,40.603314309063975,15.706252917107495,780.8
1315.2,40.60330046424172,15.706363590658707,780.8
1324.8000000000002,40.60328464148656,15.70647288172319,780.8
1334.4,40.603275431847564,15.706584574594372,780.8
1344.0000000000002,40.60326137531921,15.706696165545761,780.8
1353.6000000000001,40.60324954387873,15.706807658635544,780.5
1363.2,40.603241668631995,15.706920229663774,780.5
1372.8000000000002,40.603232179476656,15.707032259576742,780.5
1382.4,40.60321939812304,15.707138183937992,780.5
1392.0000000000002,40.60314511530205,15.707148685015177,780.5
1401.6000000000001,40.603147667877934,15.707159794096581,780.5
1411.2000000000003,40.603140392470976,15.707050960967484,780.5
1420.8000000000002,40.6031089085181,15.706997531332576,780.7216457960644
1430.4,40.60314917419774,15.706954722005339,780.5545478402352
1440.0000000000002,40.60316117963436,15.706842404998254,780.6502807956753
1449.6000000000001,40.60317319757665,15.706729970994285,780.7461134729439
1459.2000000000003,40.603185203013275,15.7066176539872,780.841846428384
1468.8000000000002,40.6031972084499,15.706505336980113,780.9375793838241
1478.4,40.60320921388652,15.706393019973028,781.0333123392642
1488.0000000000002,40.60322121932315,15.706280702965943,781.1290452947043
1497.6000000000001,40.60323322475978,15.706168385958858,781.2247782501444
1507.2000000000003,40.6032452301964,15.70605606895177,781.3205112055845
1516.8000000000002,40.60325723563302,15.705943751944686,781.4162441610245
1526.4,40.60326924106965,15.7058314349376,781.5119771164645
1536.0000000000002,40.60328124650627,15.705719117930515,781.6077100719046
1545.6000000000001,40.603293251942894,15.70560680092343,781.7034430273447
1555.2000000000003,40.60330525737952,15.705494483916343,781.7991759827848
1564.8000000000002,40.60331726281615,15.705382166909258,781.894908938225
1574.4,40.60332926825277,15.705269849902173,781.990641893665
1584.0000000000002,40.603341273689395,15.705157532895088,782.0863748491051
1593.6000000000001,40.60335327912602,15.705045215888001,782.1821078045452
1603.2000000000003,40.60336528456264,15.704932898880916,782.2778407599853
1612.8000000000002,40.603377289999266,15.70482058187383,782.3735737154253
1622.4000000000003,40.60338711253984,15.704707922181118,782.508728488968
1632.0000000000002,40.603396102753145,15.704595131824103,782.658914603226
1641.6000000000001,40.60340509296645,15.704482341467088,782.809100717484
1651.2000000000003,40.60341408317975,15.704369551110071,782.9592868317419
1660.8000000000002,40.60342307339305,15.704256760753056,783.1094729459999
1670.4000000000003,40.603432063606355,15.70414397039604,783.2596590602578
1680.0000000000002,40.60344105381966,15.704031180039024,783.4098451745158
1689.6000000000001,40.60345004403296,15.70391838968201,783.5600312887738
1699.2000000000003,40.603459034246264,15.703805599324992,783.7102174030317
1708.8000000000002,40.603468024459566,15.703692808967977,783.8604035172897
1718.4000000000003,40.60347701467287,15.703580018610962,784.0105896315476
1728.0000000000002,40.60348601425098,15.70346711076399,784.1609321896747
1737.6000000000001,40.603495004464286,15.703354320406975,784.3111183039326
1747.2000000000003,40.60350399467759,15.70324153004996,784.4613044181906
1756.8000000000002,40.60351298489089,15.703128739692943,784.6114905324486
1766.4000000000003,40.603521975104194,15.703015949335928,784.7616766467065
1776.0000000000002,40.603530965317496,15.702903158978911,784.9118627609645
1785.6000000000001,40.6035399555308,15.702790368621896,785.0620488752224
1795.2000000000003,40.6035489457441,15.70267757826488,785.2122349894804
1804.8000000000002,40.603557424340124,15.702564723290392,785.3767835051545
1814.4000000000003,40.60356518359456,15.702451777462763,785.5615257731959
1824.0000000000002,40.60357294284899,15.702338831635133,785.746268041237
1833.6000000000004,40.60358070210342,15.702225885807504,785.9310103092783
1843.2000000000003,40.60358846135786,15.702112939979877,786.1157525773195
1852.8000000000002,40.60359622061229,15.701999994152247,786.3004948453608
1862.4000000000003,40.603603979866726,15.701887048324618,786.4852371134021
1872.0000000000002,40.603611739121156,15.701774102496989,786.6699793814433
1881.6000000000004,40.60361563613229,15.701660820445523,786.7
1891.2000000000003,40.603618783752935,15.701547473156594,786.7
1900.8000000000002,40.60362193137358,15.701434125867667,786.7
1910.4000000000003,40.60362507899423,15.701320778578738,786.7
1920.0000000000002,40.603628226614866,15.701207431289811,786.7
1929.6000000000004,40.60363137423551,15.701094084000882,786.7
1939.2000000000003,40.60363452185616,15.700980736711955,786.7
1948.8000000000002,40.6036376694768,15.700867389423026,786.7
1958.4000000000003,40.60364081709744,15.700754042134099,786.7
1968.0000000000002,40.60364049057943,15.700640780464601,786.798063998395
1977.6000000000004,40.60363476805882,15.700527651778474,787.04844016451
1987.2000000000003,40.6036290455382,15.700414523092347,787.298816330625
1996.8000000000002,40.60362332301759,15.70030139440622,787.5491924967399
2006.4000000000003,40.603617600496975,15.700188265720092,787.7995686628549
2016.0000000000002,40.6036118720154,15.700075019191583,788.0502056374762
2025.6000000000004,40.60360614949479,15.699961890505456,788.3005818035912
2035.2000000000003,40.603600426974175,15.69984876181933,788.550957969706
2044.8000000000002,40.603594704453556,15.699735633133203,788.801334135821
2054.4,40.603588981932944,15.699622504447076,789.0517103019359
2064.0,40.60358324364465,15.699509377899394,789.3034506878059
2073.6000000000004,40.60357562900254,15.69939650582665,789.7175332245279
2083.2000000000003,40.603568014360434,15.699283633753906,790.1316157612497
2092.8,40.603560399718326,15.699170761681161,790.5456982979715
2102.4,40.60355278507622,15.699057889608417,790.9597808346933
2112.0,40.60354517043411,15.698945017535673,791.3738633714153
2121.6000000000004,40.603537555792,15.698832145462928,791.7879459081371
2131.2000000000003,40.603529941149894,15.698719273390184,792.2020284448589
2140.8,40.603522326507786,15.69860640131744,792.6161109815807
2150.4,40.603514546122824,15.698493552832728,793.0321256038648
2160.0,40.603504648136195,15.698380887014915,793.4731642512078
2169.6000000000004,40.60349476044924,15.698268338435204,793.9137439613527
2179.2000000000003,40.60348487276228,15.698155789855495,794.3543236714976
2188.8,40.60347498507532,15.698043241275785,794.7949033816425
2198.4,40.603465097388366,15.697930692696074,795.2354830917874
2208.0,40.60345520970141,15.697818144116365,795.6760628019323
2217.6000000000004,40.60344532201446,15.697705595536654,796.1166425120773
2227.2000000000003,40.6034354343275,15.697593046956944,796.5572222222222
2236.8,40.603459424539864,15.697497980019099,797.0519766146992
2246.4,40.603524995746994,15.697424369667205,797.6132238307349
2256.0,40.60359056695412,15.697350759315311,798.1744710467706
2265.6000000000004,40.60365613816125,15.697277148963419,798.7357182628062
2275.2000000000003,40.603721777671716,15.697203461934077,799.2975501113585
2284.8,40.60378734887884,15.697129851582183,799.8587973273942
2294.4,40.60385292008597,15.69705624123029,800.4200445434299
2304.0000000000005,40.60391849129309,15.696982630878397,800.9812917594655
2313.6000000000004,40.60393032596386,15.696871736766266,801.8385542168675
2323.2000000000003,40.60388832419706,15.696798425142196,802.067577509196
2332.8,40.60380919139202,15.696752876471676,801.8405675249606
2342.4,40.60373005858697,15.696707327801155,801.6135575407252
2352.0000000000005,40.60365092578192,15.696661779130636,801.3865475564897
2361.6000000000004,40.60358294051567,15.696594647406846,801.3428828828828
2371.2000000000003,40.603521926651894,15.696514352211171,801.4120720720721
2380.8,40.60346091278811,15.696434057015495,801.4812612612612
2390.4,40.60343372844564,15.696330705296093,801.6651291793313
2400.0000000000005,40.60341913020855,15.696218949376338,801.8912689969604
2409.6000000000004,40.60340453197147,15.69610719345658,802.1174088145897
2419.2000000000003,40.60338993373439,15.695995437536823,802.3435486322188
2428.8,40.603375335497304,15.695883681617067,802.5696884498481
2438.4,40.603360737260225,15.69577192569731,802.7958282674772
2448.0000000000005,40.60334613902314,15.695660169777552,803.0219680851064
2457.6000000000004,40.60333154078606,15.695548413857797,803.2481079027356
2467.2000000000003,40.60331694254898,15.695436657938039,803.4742477203647
2476.8,40.60330234431189,15.695324902018282,803.700387537994
2486.4,40.60328774607481,15.695213146098526,803.9265273556231
2496.0000000000005,40.60327314783773,15.695101390178769,804.1526671732523
2505.6000000000004,40.603258549600646,15.694989634259011,804.3788069908815
2515.2000000000003,40.60324239647753,15.694880540663295,804.581647940075
2524.8,40.603171123050025,15.694867381515277,803.9958768790265
2534.4,40.60316232154737,15.694754707297953,804.5043951324266
2544.0000000000005,40.60315352004473,15.69464203308063,805.0129133858268
2553.6000000000004,40.603144718542076,15.694529358863308,805.5214316392269
2563.2000000000003,40.60313591703943,15.694416684645985,806.0299498926271
2572.8,40.60312711553678,15.694304010428661,806.5384681460272
2582.4,40.603118314034134,15.69419133621134,807.0469863994274
2592.0000000000005,40.60310951253148,15.694078661994016,807.5555046528275
2601.6000000000004,40.60310070459511,15.693965785558348,807.8683781026862
2611.2000000000003,40.60309190608576,15.693853018461441,808.1621557293438
2620.8,40.6030831075764,15.693740251364536,808.4559333560013
2630.4,40.60305574544913,15.69363333117874,808.8855118110237
2640.0000000000005,40.603021209651594,15.693529724981586,809.4228805834093
2649.6000000000004,40.602976477625496,15.693433714576015,809.9746931067044
2659.2000000000003,40.602919260173934,15.693348974029858,810.3966824644549
2668.8,40.60285757435524,15.693269738339087,810.7672935064935
2678.4,40.60279610851254,15.693190136126516,811.1812155844156
2688.0000000000005,40.60273464266984,15.693110533913943,811.5951376623377
2697.6000000000004,40.60267317682714,15.693030931701372,812.0090597402598
2707.2000000000003,40.60261164695752,15.692951246569828,812.423412987013
2716.8,40.602550181114815,15.692871644357258,812.8373350649351
2726.4,40.602488715272116,15.692792042144687,813.2512571428572
2736.0000000000005,40.60242724942941,15.692712439932114,813.6651792207792
2745.6000000000004,40.60236578358671,15.692632837719543,814.0791012987013
2755.2000000000003,40.602304317744014,15.692553235506972,814.4930233766233
2764.8,40.60224285190131,15.6924736332944,814.9069454545455
2774.4000000000005,40.60218138605861,15.692394031081829,815.3208675324676
2784.0000000000005,40.602119920215905,15.692314428869258,815.7347896103896
2793.6000000000004,40.60205845437321,15.692234826656685,816.1487116883117
2803.2000000000003,40.6019969885305,15.692155224444114,816.5626337662337
2812.8,40.6019355226878,15.692075622231544,816.9765558441559
2822.4000000000005,40.601874056845105,15.691996020018971,817.3904779220779
2832.0000000000005,40.6018125910024,15.6919164178064,817.8044
2841.6000000000004,40.6017511251597,15.69183681559383,818.218322077922
2851.2000000000003,40.601689659316996,15.691757213381257,818.6322441558441
2860.8,40.60162313237885,15.69172488408906,819.0613599660009
2870.4000000000005,40.60154733423044,15.691779152093481,819.5183085422864
2880.0000000000005,40.60147153608203,15.6918334200979,819.975257118572
2889.6000000000004,40.60139573793363,15.69188768810232,820.4322056948577
2899.2000000000003,40.60131993978522,15.69194195610674,820.8891542711432
2908.8,40.60124414163681,15.69199622411116,821.3461028474288
2918.4000000000005,40.60116834348841,15.69205049211558,821.8030514237144
2928.0000000000005,40.60109254534,15.69210476012,822.26
2937.6000000000004,40.60101674719159,15.69215902812442,822.7169485762856
2947.2000000000003,40.600940949043185,15.69221329612884,823.1738971525712
2956.8,40.60086515089478,15.69226756413326,823.6308457288568
2966.4000000000005,40.600789352746375,15.69232183213768,824.0877943051423
2976.0000000000005,40.6007135643023,15.69237608832025,824.5676583493282
2985.6000000000004,40.60063778640883,15.69243029199429,825.2593570057581
2995.2000000000003,40.60056208736852,15.692484439264923,825.9503358925144
3004.8,40.60047739683588,15.692504249689456,826.2363395225464
3014.4000000000005,40.60039200361764,15.692521376613941,826.4768197088465
3024.0000000000005,40.600306509969094,15.692538477409855,826.6920492721164
3033.6000000000004,40.60022089094938,15.692540609529537,826.8538895152199
3043.2000000000003,40.60013496639008,15.692527652172604,826.9622322435175
3052.8,40.60005233490308,15.692497107910036,827.0540417801998
3062.4000000000005,40.59997125056521,15.692457791811943,827.1412352406903
3072.0000000000005,40.599896197677616,15.692405831941828,827.1212908633697
3081.6000000000004,40.5998344824649,15.692326711325828,826.8823399558498
3091.2000000000003,40.599782284127016,15.692236222674834,826.6701986754966
3100.8,40.59973014010583,15.692145828184767,826.4582781456953
3110.4000000000005,40.59968811395465,15.692047381182386,825.9816920943134
3120.0000000000005,40.59964992561623,15.691945879778778,825.4047156726768
3129.6000000000004,40.599611737277804,15.691844378375173,824.8277392510402
3139.2000000000003,40.59957350915987,15.69174277124094,824.2501618122977
3148.8,40.59953715515275,15.691640264241519,823.6357112794612
3158.4000000000005,40.5995073125871,15.691534187615257,822.8882365319865
3168.0000000000005,40.59947747002144,15.691428110988994,822.1407617845118
3177.6000000000004,40.59944762745579,15.69132203436273,821.393287037037
3187.2000000000003,40.59941778489013,15.691215957736468,820.6458122895623
3196.8,40.59938415626244,15.691112262818427,819.886004006009
3206.4000000000005,40.599340280416676,15.691015014145417,819.092814221332
3216.0000000000005,40.59929640457091,15.690917765472408,818.299624436655
3225.6000000000004,40.59925252872514,15.690820516799398,817.5064346519779
3235.2000000000003,40.59920662510544,15.690725207497495,816.717025440313
3244.8000000000006,40.59914479843773,15.69064644038047,815.9655577299412
3254.4000000000005,40.59908297177002,15.690567673263445,815.2140900195694
3264.0000000000005,40.59901499460673,15.690499609346084,814.6248984329658
3273.6000000000004,40.598939468459314,15.690444682302553,814.2348810214742
3283.2000000000003,40.59886396336142,15.690389963882735,813.6408490566038
3292.8000000000006,40.59878846939161,15.690335355754433,812.938962264151
3302.4000000000005,40.59871289678224,15.690280690742664,812.2363443396226
3312.0000000000005,40.59863740281243,15.690226082614362,811.5344575471698
3321.6000000000004,40.59856218843595,15.690170806213025,810.8457005347593
3331.2000000000003,40.59848786656044,15.69011339659078,810.1988556149732
3340.8000000000006,40.59841354468493,15.690055986968535,809.5520106951872
3350.4000000000005,40.59833922280942,15.689998577346289,808.9051657754011
3360.0000000000005,40.59826490093391,15.689941167724042,808.258320855615
3369.6000000000004,40.598190579058404,15.689883758101796,807.6114759358289
3379.2000000000003,40.598116257182895,15.689826348479551,806.9646310160429
3388.8000000000006,40.598041935307386,15.689768938857306,806.3177860962567
3398.4000000000005,40.597967613431884,15.689711529235058,805.6709411764706
3408.0000000000005,40.597893291556375,15.689654119612813,805.0240962566845
3417.6000000000004,40.597817349979344,15.689600556044326,804.3025328787141
3427.2000000000003,40.59773994353804,15.689550958132976,803.5075986361422
3436.8000000000006,40.597660841989,15.689506711623444,802.7924641148326
3446.4000000000005,40.59757708773005,15.6894812479121,802.4061170212766
3456.0000000000005,40.5974915316,15.68946530265,802.0
3465.6000000000004,40.597405741194684,15.689456317446917,801.4491220171094
3475.2000000000003,40.59731949507132,15.689457122705809,800.8439891940567
3484.8000000000006,40.59723326261523,15.689459617828676,800.2420546932742
3494.4000000000005,40.59714803043784,15.689476968640207,799.6744271988174
3504.0000000000005,40.59707117468864,15.689524382152733,799.4514695166383
3513.6000000000004,40.59699814461819,15.68958504053505,799.3815156667476
3523.2000000000003,40.59692511454775,15.689645698917367,799.311561816857
3532.8000000000006,40.59685208447731,15.689706357299684,799.2416079669663
3542.4000000000005,40.596776710134435,15.689760886872621,798.8650882479553
3552.0000000000005,40.596697894713,15.689806420172664,798.0385708136032
3561.6000000000004,40.596619079291564,15.689851953472708,797.212053379251
3571.2000000000003,40.59653275684342,15.689855216588626,796.919490521327
3580.8000000000006,40.59644678135322,15.689852201043063,796.6293548387097
3590.4000000000005,40.59636204690162,15.689830067314032,796.3196774193549
3600.0000000000005,40.59627938053498,15.689800024394271,795.9317587939698
3609.6000000000004,40.59620286148392,15.689747753113448,795.4042657114946
3619.2000000000003,40.59612986772292,15.68968715248043,795.0291436014328
3628.8000000000006,40.596056873961935,15.689626551847411,794.6540214913708
3638.4000000000005,40.59598398752107,15.689565796252733,794.2417789757412
3648.0000000000005,40.595912901673486,15.689502440745748,793.2067385444743
3657.6000000000004,40.5958418158259,15.689439085238766,792.1716981132075
3667.2000000000007,40.59577072997831,15.68937572973178,791.1366576819406
3676.8000000000006,40.595699644130725,15.689312374224798,790.1016172506738
3686.4000000000005,40.59562389578962,15.689258704166939,789.3945647731916
3696.0000000000005,40.59554701952317,15.689207377160809,788.7668573763792
3705.6000000000004,40.595468334686906,15.68916182481,788.3
3715.2000000000007,40.595384740401194,15.68913314961,788.3
3724.8000000000006,40.59530108362495,15.689104437224756,788.395126705653
3734.4000000000005,40.59522248988973,15.689061016057622,788.7442263279446
3744.0000000000005,40.59515893256497,15.688986090657048,789.2081879194631
3753.6000000000004,40.595135393933965,15.68888027844684,789.1884996191927
3763.2000000000007,40.59512854480364,15.688767881169772,788.7058425063506
3772.8000000000006,40.595131662791786,15.688655168756563,787.7100762066046
3782.4000000000005,40.59513478077993,15.688542456343354,786.7143099068586
3792.0000000000005,40.59513789876808,15.688429743930143,785.7185436071127
3801.6000000000004,40.59514101675622,15.688317031516934,784.7227773073666
3811.2000000000007,40.59513771081815,15.68820458594578,783.8309826589596
3820.8000000000006,40.595127293911446,15.688092318481734,783.0532947976878
3830.4000000000005,40.59510445761345,15.687984295070523,782.02382176521
3840.0000000000005,40.59505789340677,15.68789442564436,781.275939849624
3849.6000000000004,40.59498526380497,15.687836874473952,780.7431525992174
3859.2000000000007,40.594903021382,15.687803846316713,779.722526551146
3868.8000000000006,40.59481918921731,15.687779527743038,779.0076402321083
3878.4000000000005,40.594733595816926,15.687764329267216,778.6130560928434
3888.0000000000005,40.59464800241654,15.687749130791392,778.2184719535784
3897.6000000000004,40.59456240901615,15.68773393231557,777.8238878143134
3907.2000000000007,40.59448080266692,15.68770766212799,777.4343511450381
3916.8000000000006,40.5944272127394,15.687621198955696,777.2274525316456
3926.4000000000005,40.59439277846766,15.687517793070342,777.2563451776649
3936.0000000000005,40.594395637652575,15.687405072780276,776.2817258883249
3945.6000000000004,40.59439430009979,15.687292195450206,775.4776859504132
3955.2000000000007,40.59439025632993,15.687179099326316,774.7827479338843
3964.8000000000006,40.59438621676795,15.6870661208883,774.0885330578512
3974.4000000000005,40.594382177205965,15.686953142450283,773.3943181818181
3984.0000000000005,40.594378137643986,15.686840164012267,772.7001033057851
3993.6000000000004,40.594374098082,15.68672718557425,772.0058884297521
4003.2000000000007,40.59437005852001,15.686614207136234,771.311673553719
4012.8000000000006,40.594366018958034,15.686501228698218,770.6174586776859
4022.4000000000005,40.59436196423373,15.686388258017345,769.9423340961098
4032.0000000000005,40.59435789249652,15.68627517620174,769.2826086956521
4041.6000000000004,40.59435759711144,15.686162367597264,768.6270524899057
4051.2000000000007,40.59436762000242,15.686049984458636,767.9810228802153
4060.8000000000006,40.5943776428934,15.68593760132001,767.3349932705248
4070.4000000000005,40.594409231219814,15.685832795945721,766.481981981982
4080.0000000000005,40.59444028482533,15.68572761148105,765.6425334706489
4089.6000000000004,40.594454486893305,15.685615969478992,765.0493305870237
4099.200000000001,40.59446868896128,15.68550432747693,764.4561277033986
4108.8,40.5944813740843,15.685392633269313,763.8717813051146
4118.400000000001,40.59447130503316,15.685280155978306,763.4202821869488
4128.0,40.59445286525469,15.685170820205984,763.0384073911131
4137.6,40.59441413252789,15.685069515540784,762.8272327320722
4147.200000000001,40.594375399801095,15.684968210875583,762.6160580730314
4156.8,40.594297010819886,15.684927621746391,763.4606428138266
4166.400000000001,40.594217737235795,15.684885565152143,764.3049439683587
4176.0,40.59414797194113,15.684818966971523,764.8112063282795
4185.6,40.594102954965614,15.684727626983028,764.6915135608049
4195.200000000001,40.59407265542906,15.684621573427721,764.1995750531183
4204.8,40.5940423558925,15.684515519872416,763.7076365454318
4214.400000000001,40.59401205635594,15.68440946631711,763.2156980377453
4224.0,40.59398175681938,15.684303412761805,762.7237595300587
4233.6,40.59395145728283,15.684197359206498,762.2318210223722
4243.200000000001,40.593921157746266,15.684091305651194,761.7398825146856
4252.8,40.593890826647694,15.683985141623435,761.2474315710537
4262.400000000001,40.59385437245017,15.683883680582474,760.6092783505154
4272.0,40.593806099997686,15.683790448898574,759.6702317290552
4281.6,40.593760672865315,15.683694693211438,758.8848708487085
4291.200000000001,40.59370756134407,15.683605462027119,758.3542372881356
4300.8,40.593651307882745,15.683519484870702,757.8306900726392
4310.400000000001,40.59359506353218,15.68343352164901,757.3247524752475
4320.0,40.59354551808174,15.683340677868648,757.2033970276008
4329.6,40.593496336629514,15.683247449809201,757.1014861995753
4339.200000000001,40.59344709137189,15.683154296070969,757.0
4348.8,40.593398623231934,15.683061511694211,756.6827345309381
4358.400000000001,40.59335478361517,15.68296389842475,756.2755489021956
4368.0,40.593310943998404,15.68286628515529,755.868363273453
4377.6,40.59326710438164,15.682768671885828,755.4611776447106
4387.200000000001,40.59321796359435,15.682675795760911,755.0086342229199
4396.8,40.593165349626375,15.682586023282418,754.5263736263736
4406.400000000001,40.59311268085218,15.682496157290927,754.0436106750393
